CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1402573C, iMAX,2 MB,SEJ,TELPOCHCALLI,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,ACATIC,INGENIERO GONZALEZ CAMARENA 340,45470,-102.9165833,20.7824444,ACTIVO
1402575K, iMAX,2 MB,SEJ,RAMON ALMARAZ GOMEZ,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,ACATIC,PEDRO MORENO 15 ,45470,-102.91,20.7786,ACTIVO
1402576D, iMAX,2 MB,SEJ,RICARDO FLORES MAGON,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,ACATIC,PROLONGACION LOPEZ COTILLA 399 ,45470,-102.902,20.7801,ACTIVO
1402577H, iMAX,2 MB,SEJ,ROSAURA ZAPATA,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,ACATIC,PROLONGACION LOPEZ COTILLA 420,45470,-102.9033333,20.7799722,ACTIVO
1402579E, iMAX,2 MB,SEJ,JUAN DE LA BARRERA,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,ACATIC,VICENTE GUERRERO 350,45470,-102.9076667,20.7869444,ACTIVO
1402580D, iMAX,2 MB,SEJ,MOCTEZUMA XOCOYOTZIN,VESPERTINO,PRIMARIA,ALTOS SUR,ACATIC,ACATIC,VICENTE GUERRERO 420 ,45470,-102.9077,20.788,ACTIVO
1402580D, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,ACATIC,VICENTE GUERRERO 420 ,45470,-102.9077,20.788,ACTIVO
1402581H, iMAX,2 MB,SEJ,QUETZALCOATL,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,LAS MOTAS,CARRETERA 80 KM. 60,45470,-102.8504167,20.7413944,ACTIVO
1402582A, iMAX,2 MB,SEJ,AGUSTIN YA—EZ,MATUTINO,PRIMARIA,ALTOS SUR,ACATIC,EL REFUGIO (PAREDONES),AVENIDA EFREN GONZALEZ 10,45475,-102.8981944,20.7275056,ACTIVO
1402583E, iMAX,2 MB,SEJ,MELCHOR OCAMPO,MATUTINO,SECUNDARIA,ALTOS SUR,ACATIC,EL REFUGIO (PAREDONES),SAN JOSE S/N,45475,-102.8981944,20.7275056,ACTIVO
1402597A, iMAX,2 MB,SEJ,PAZ CAMARENA,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,FRANCISCO I MADERO 190,47180,-102.3423056,20.7048889,ACTIVO
1402601D, iMAX,2 MB,SEJ,ROSAURA ZAPATA,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,FRESNO 730,47182,-102.3358278,20.7123444,ACTIVO
1402605X, iMAX,2 MB,SEJ,VICENTE SUAREZ,VESPERTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,INDEPENDENCIA 370,47182,-102.3512472,20.7099444,ACTIVO
1402605X, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,INDEPENDENCIA 370,47182,-102.3512472,20.7099444,ACTIVO
1402611F, iMAX,2 MB,SEJ,GUADALUPE PALAFOX ORNELAS,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,JOAQUIN DEL OLMO 167,47184,-102.3518861,20.6961639,ACTIVO
1402612J, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,JUAN  DE LA TORRE,47183,-102.3409611,20.7016139,ACTIVO
1402618A, iMAX,2 MB,SEJ,MARGARITA MAZA DE JUAREZ,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,MOCTEZUMA 656,47184,-102.3484667,20.692675,ACTIVO
1402624X, iMAX,2 MB,SEJ,CUAUHTEMOC,VESPERTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,RAMON LOPEZ VELARDE 256,47183,-102.3388,20.7103333,ACTIVO
1402624X, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,ARANDAS,RAMON LOPEZ VELARDE 256,47183,-102.3388,20.7103333,ACTIVO
1402631J, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,VESPERTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,LOS DOLORES,HIDALGO 2,47195,-102.5312417,20.8052806,ACTIVO
1402633G, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,LOS COYOTES,LAZARO CARDENAS DEL RIO 3,47190,-102.4506833,20.7363944,ACTIVO
1402635D, iMAX,2 MB,SEJ,CRISTOBAL COLON,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,AVENIDA MEXICO SN,47190,-102.5389722,20.7408056,ACTIVO
1402636H, iMAX,2 MB,SEJ,JOSE HELIODORO BRAVO,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,CAMINO A HIGUERILLAS,47190,-102.5286528,20.7485833,ACTIVO
1402639X, iMAX,2 MB,SEJ,FRANCISCO MEDINA ASCENCIO,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,JOSE VAZQUEZ CASTELLANOS 102 ,47190,-102.5403056,20.7457222,ACTIVO
1402640H, iMAX,2 MB,SEJ,CAM SAN IGNACIO CERRO GORDO,MATUTINO,ESPECIAL,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,JUAN PABLO II 125 ,47190,-102.5335833,20.7413889,ACTIVO
1402641A, iMAX,2 MB,SEJ,IGNACIO ZARAGOZA,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,MORELOS 52 ,47190,-102.5364444,20.7443889,ACTIVO
1402641A, iMAX,2 MB,SEJ,VALENTIN GOMEZ FARIAS,VESPERTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,MORELOS 52 ,47190,-102.5364444,20.7443889,ACTIVO
1402643X, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,VESPERTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,NI—OS HEROES 180 ,47190,-102.5291667,20.7472222,ACTIVO
1402643X, iMAX,2 MB,SEJ,AMADO ERVO,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,NI—OS HEROES 180 ,47190,-102.5291667,20.7472222,ACTIVO
1402644B, iMAX,2 MB,SEJ,AGUSTIN YA—EZ,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,PRUDENCIANO PATI—O 50,47190,-102.5356861,20.7425056,ACTIVO
1402664F, iMAX,2 MB,SEJ,JOSE MA GONZALEZ HERMOSILLO,MATUTINO,PRIMARIA,ALTOS SUR,JALOSTOTITLAN,JALOSTOTITLAN,LEONA VICARIO 15,47120,-102.4705833,21.1640833,ACTIVO
1402685C, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,ALTOS SUR,JALOSTOTITLAN,TIERRAS BLANCAS,SAN FRANCISCO 39-A,47120,-102.4738333,21.1678611,ACTIVO
1402687K, iMAX,2 MB,SEJ,JUVENTUD ALTE—A,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,JESUS MARIA,5 DE FEBRERO 125 COL.CENTRO ,47950,-102.2233889,20.6058611,ACTIVO
1402690G, iMAX,2 MB,SEJ,ESTEFANIA CASTA—EDA,MATUTINO,PREESCOLAR,ALTOS SUR,JESUS MARIA,JESUS MARIA,JALISCO 22,47950,-102.2263306,20.6044806,ACTIVO
1402692D, iMAX,2 MB,SEJ,20 DE OVIEMBRE,VESPERTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,JESUS MARIA,MANUEL DOBLADO SN,47950,-102.21975,20.6104167,ACTIVO
1402692D, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,JESUS MARIA,MANUEL DOBLADO SN,47950,-102.21975,20.6104167,ACTIVO
1402694A, iMAX,2 MB,SEJ,CAM JESUS MARIA,MATUTINO,ESPECIAL,ALTOS SUR,JESUS MARIA,JESUS MARIA,CAMPERO 29,47950,-102.2289722,20.6080556,ACTIVO
1402738F, iMAX,2 MB,SEJ,EMILIANO ZAPATA,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,ANASTACIO BUSTAMANTE 79,47140,-102.3918333,21.0193611,ACTIVO
1402738F, iMAX,2 MB,SEJ,MANUEL AVILA CAMACHO,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,ANASTACIO BUSTAMANTE 79,47140,-102.3918333,21.0193611,ACTIVO
1402740X, iMAX,2 MB,SEJ,ANSELMO RAMIREZ DE LA TORRE,MATUTINO,PREESCOLAR,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,PREDITERIO MANUEL COIDERO S/N,47140,-102.4173056,21.0260556,ACTIVO
1402740X, iMAX,2 MB,SEJ,CAM SAN MIGUEL EL ALTO,MATUTINO,ESPECIAL,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,PREDITERIO MANUEL COIDERO S/N,47140,-102.4173056,21.0260556,ACTIVO
1402742F, iMAX,2 MB,SEJ,ANSELMO RAMIREZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,EXIQUIO CAMPOS 120,47140,-102.3991389,21.0364722,ACTIVO
1402743J, iMAX,2 MB,SEJ,CARMEN MARTIN DE RAMIREZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,FRANSISCO Y MADRERO 12,47140,-102.4033333,21.0302778,ACTIVO
1402743J, iMAX,2 MB,SEJ,CARMEN MARTIN DE RAMIREZ,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,FRANSISCO Y MADRERO 12,47140,-102.4033333,21.0302778,ACTIVO
1402744C, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,FRANSISCO Y MADREO 285,47140,-102.4041389,21.02275,ACTIVO
1402744C, iMAX,2 MB,SEJ,FRANCISCO VILLA,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,FRANSISCO Y MADREO 285,47140,-102.4041389,21.02275,ACTIVO
1402750K, iMAX,2 MB,SEJ,GREGORIO RAMIREZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 100,47140,-102.4003056,21.0309722,ACTIVO
1402750K, iMAX,2 MB,SEJ,GREGORIO RAMIREZ,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 100,47140,-102.4003056,21.0309722,ACTIVO
1402751D, iMAX,2 MB,SEJ,ESC.SEC.TEC. O. 25,MATUTINO,SECUNDARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 39,47140,-102.3988333,21.0316944,ACTIVO
1402751D, iMAX,2 MB,SEJ,ESC.SEC.TEC. O. 25,MATUTINO,SECUNDARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,MORELOS 39,47140,-102.3988333,21.0316944,ACTIVO
1402752H, iMAX,2 MB,SEJ,JOSE MA LOZANO,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,ALVARO OBREGO 55,47140,-102.4088333,21.03325,ACTIVO
1402752H, iMAX,2 MB,SEJ,MELCHOR OCAMPO,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,ALVARO OBREGO 55,47140,-102.4088333,21.03325,ACTIVO
1402760B, iMAX,2 MB,SEJ,AQUILES SERDAN,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN JOSE DE LOS REYNOSO,ANASTACIO REYNOSO 35 ,47150,-102.2860278,21.0729444,ACTIVO
1402760B, iMAX,2 MB,SEJ,GENARO ALCALA,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,SAN JOSE DE LOS REYNOSO,ANASTACIO REYNOSO 35 ,47150,-102.2860278,21.0729444,ACTIVO
1402767H, iMAX,2 MB,SEJ,AGUSTIN YA—EZ,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,ADRIAN DIAZ 365,47690,-102.7499944,20.8070278,ACTIVO
1402784K, iMAX,2 MB,SEJ,PREPARATORIA REGIONAL DE TEPATITLAN,MATUTINO,BACHILLERATO,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,CALZADA GONZALEZ GALLO,47600,-102.7676111,20.8195833,ACTIVO
1402784K, iMAX,2 MB,SEJ,PREPARATORIA REGIONAL DE TEPATITLAN,MATUTINO,BACHILLERATO,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,CALZADA GONZALEZ GALLO,47600,-102.7676111,20.8195833,ACTIVO
1402785D, iMAX,2 MB,SEJ,MEXICO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,CANARIO 691,47698,-102.7712139,20.7894833,ACTIVO
1402802J, iMAX,2 MB,SEJ,JUANA DE ARCO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,GONZALEZ GALLO 177,47600,-102.7661583,20.8185278,ACTIVO
1402804G, iMAX,2 MB,SEJ,AQUILES SERDAN,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,GONZALEZ GALLO 9,47600,-102.7666,20.8167139,ACTIVO
1402812A, iMAX,2 MB,SEJ,MARIANO ESCOBEDO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,JOSE GUADALUPE VAZQUEZ 467,47620,-102.7728889,20.8249389,ACTIVO
1402844D, iMAX,2 MB,SEJ,TEPEYAC,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,TEPEYAC 70,47600,-102.7613139,20.8136056,ACTIVO
1402849B, iMAX,2 MB,SEJ,ESC. SEC. T'EC. O. 73,MATUTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,5 DE MAYO 155 ,47700,-102.5888056,20.8219444,ACTIVO
1402852X, iMAX,2 MB,SEJ,JUSTO SIERRA,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,CENTENARIO 86 ,47700,-102.5958333,20.8241667,ACTIVO
1402852X, iMAX,2 MB,SEJ,AGUSTIN DE LA ROSA,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,CENTENARIO 86 ,47700,-102.5958333,20.8241667,ACTIVO
1402856C, iMAX,2 MB,SEJ,JESUS GONZALEZ MARTIN,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,MIGUEL BLANCO 164,47700,-102.5952861,20.8288361,ACTIVO
1402859D, iMAX,2 MB,SEJ,CAM ESTEBAN VERA MU—OZ,MATUTINO,ESPECIAL,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,MORELOS 310 ,47700,-102.58575,20.8261944,ACTIVO
1402861G, iMAX,2 MB,SEJ,PEDRO MORENO,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,PINO SUAREZ 85 ,47700,-102.5875,20.8258333,ACTIVO
1402861G, iMAX,2 MB,SEJ,RITA PEREZ DE MORENO,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,CAPILLA DE GUADALUPE,PINO SUAREZ 85 ,47700,-102.5875,20.8258333,ACTIVO
1402874J, iMAX,2 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,OJO DE AGUA DE LATILLAS,20 DE OVIEMBRE 75 ,47723,-102.7011111,20.6697222,ACTIVO
1402876G, iMAX,2 MB,SEJ,EMSAD OJO DE AGUA DE LATILLAS,MATUTINO,BACHILLERATO,ALTOS SUR,TEPATITLAN DE MORELOS,OJO DE AGUA DE LATILLAS,MADERO 127 ,47724,-102.6965556,20.6719444,ACTIVO
1402876G, iMAX,2 MB,SEJ,JUAN ALVAREZ,MATUTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,OJO DE AGUA DE LATILLAS,MADERO 127 ,47723,-102.6965556,20.6719444,ACTIVO
1402886X, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,VESPERTINO,SECUNDARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN JOSE DE GRACIA,AVENIDA JALISCO 300,47722,-102.5740667,20.6797833,ACTIVO
1402888F, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN JOSE DE GRACIA,EMILIANO ZAPATA 74,47722,-102.5666667,20.666825,ACTIVO
1402891B, iMAX,2 MB,SEJ,NI—OS HEROES,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN JOSE DE GRACIA,LA ESTRELLA 59,47722,-102.5585667,20.6750333,ACTIVO
1402893J, iMAX,2 MB,SEJ,RICARDO FLORES MAGON,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN JOSE DE GRACIA,PEDRO MORENO 42,47728,-102.5684,20.6733167,ACTIVO
1402919H, iMAX,2 MB,SEJ,NARCISO MENDOZA,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,YAHUALICA DE GONZALEZ GALLO,AVILA CAMACHO 300,47300,-102.8825472,21.1746611,ACTIVO
1402937D, iMAX,2 MB,SEJ,MARIA MONTESSORI,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,LA JARRILLA,HACIENDA 1,47330,-102.9548639,21.0552694,ACTIVO
1402938H, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,MANALISCO,JUSTO SIERRA 3,47330,-102.920975,21.0605472,ACTIVO
1402938H, iMAX,2 MB,SEJ,MARIO VARGAS LLOSA,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,MANALISCO,JUSTO SIERRA 3,47330,-102.920975,21.0605472,ACTIVO
1402945X, iMAX,2 MB,SEJ,ROSARIO CASTELLANOS,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,LA LADRILLERA,CONOCIDO,47190,-102.4776278,20.704175,ACTIVO
1402962A, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PREESCOLAR,ALTOS SUR,SAN IGNACIO CERRO GORDO,EL VIBORERO,CONOCIDO,47190,-102.4704056,20.6772306,ACTIVO
1402969G, iMAX,2 MB,SEJ,JOSE CLEMENTE OROZCO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,POPOTES DE ARRIBA,SAN CEFERINO 1977,47620,-102.7911667,20.8293333,ACTIVO
1402986J, iMAX,2 MB,SEJ,FRAY JUAN DE ZUMARRAGA,MATUTINO,PREESCOLAR,ALTOS SUR,ARANDAS,EL BELLOTERO (LA CONCEPCION),CONOCIDO,47180,-102.4126278,20.6750083,ACTIVO
1403047C, iMAX,2 MB,SEJ,VIGOTSKY,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,COFRADIA GRANDE (LA COFRADIA),CONOCIDO EN LA COFRADIA,45470,-102.9321111,20.7808056,ACTIVO
1403060A, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,CERRO GORDO,CALLE 12 OCTUBRE S/N,47700,-102.5602778,20.8047222,ACTIVO
1403063B, iMAX,2 MB,SEJ,VICENTE GUERRERO,VESPERTINO,PRIMARIA,ALTOS SUR,ACATIC,EL CHIQUIGUITILLO,EL CHIQUIHUITILLO,45470,-102.9902778,20.7530556,ACTIVO
1403066C, iMAX,2 MB,SEJ,FERNANDO MONTES DE OCA,MATUTINO,PRIMARIA,ALTOS SUR,JALOSTOTITLAN,SANTA ANA DE GUADALUPE,CONOCIDO ,47120,-102.4144444,21.10325,ACTIVO
1403070C, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,LA MATA (FATIMA),CONOCIDO LA MATA,47140,-102.4875,20.9155556,ACTIVO
1403085C, iMAX,2 MB,SEJ,CRISTOBAL COLON,VESPERTINO,PRIMARIA,ALTOS SUR,JALOSTOTITLAN,CERCA BLANCA (LOS CAMACHOS),CONOCIDO CERCA BLANCA ,47120,-102.4244444,21.1941667,ACTIVO
1403103B, iMAX,2 MB,SEJ,NARCISO MENDOZA,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,EL CENTRO,CONOCIDO,47950,-102.2292889,20.5822361,ACTIVO
1403112K, iMAX,2 MB,SEJ,16 DE SEPTIEMBRE,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,EL PANTANO,COMUNIDAD EL PANTANO,47950,-102.2348333,20.6385833,ACTIVO
1403115A, iMAX,2 MB,SEJ,JUAN ESCUTIA,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,LAS POMAS (LAS POMEZ),CONOCIDO,47950,-102.2698444,20.6241778,ACTIVO
1403117X, iMAX,2 MB,SEJ,PEDRO MORENO,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,RINCON DE SANTA LUCIA,CONOCIDO,47950,-102.2370667,20.5905694,ACTIVO
1403142F, iMAX,2 MB,SEJ,VALENTIN GOMEZ FARIAS,VESPERTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,TIERRA BLANCA,TIERRA BLANCA,47140,-102.3772222,21.0038889,ACTIVO
1403143J, iMAX,2 MB,SEJ,MARIANO MATAMOROS,MATUTINO,PRIMARIA,ALTOS SUR,SAN MIGUEL EL ALTO,LA TRINIDAD,CONOCIDO,47140,-102.4642833,20.95305,ACTIVO
1403146K, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,ATOTONILQUILLO (FATIMA),CONOCIDO,47600,-102.6948889,20.7419167,ACTIVO
1403149A, iMAX,2 MB,SEJ,JUANA DE ARCO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,LOS CHARCOS,CONOCIDO,47600,-102.7970833,20.8825,ACTIVO
1403154E, iMAX,2 MB,SEJ,JUANA DE ASBAJE,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,MAZATITLAN,CONOCIDO,47600,-102.7570806,20.9416639,ACTIVO
1403155X, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,NOPALERA DE GONZALEZ (LA OPALERA),LA OPALERA DE GONZALEZ DOMICILIO CONOCIDO,47700,-102.6005,20.8553611,ACTIVO
1403159C, iMAX,2 MB,SEJ,AMADO ERVO,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,PUERTA DE ACAHUALES,LOCALIDAD PUERTA DE ACAGUALES,47600,-102.7272222,20.89,ACTIVO
1403168A, iMAX,2 MB,SEJ,FRANCISCO GONZALEZ BOCANEGRA,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN JOSE DE BAZARTE (LA VILLA),SAN JOSE DE BAZARTE,47600,-102.7525,20.8586111,ACTIVO
1403170D, iMAX,2 MB,SEJ,5 DE MAYO,VESPERTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,SAN RAMON,RANCHO SAN RAMON ,47600,-102.6809722,20.6463333,ACTIVO
1403171H, iMAX,2 MB,SEJ,LEONA VICARIO,MATUTINO,PREESCOLAR,ALTOS SUR,TEPATITLAN DE MORELOS,LA CEBADILLA,CONOCIDO,47600,-102.7409694,20.8913861,ACTIVO
1403189X, iMAX,2 MB,SEJ,JAIME TORRES BODET,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,EL DURAZNO,CONOCIDO,47320,-102.9412528,21.1427639,ACTIVO
1403192E, iMAX,2 MB,SEJ,ENRIQUE GONZALEZ MARTINEZ,MATUTINO,PREESCOLAR,ALTOS SUR,YAHUALICA DE GONZALEZ GALLO,LA ESTANCIA,CONOCIDO,47300,-102.8423611,21.0477694,ACTIVO
1403206D, iMAX,2 MB,SEJ,MANUEL AVILA CAMACHO,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,LOMA ALTA,CONOCIDO,47195,-102.5105167,20.7972333,ACTIVO
1403209E, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,ALTOS SUR,ARANDAS,LA PARADA DE ABAJO,N/D,47188,-102.4348667,20.7739667,ACTIVO
1403210D, iMAX,2 MB,SEJ,CURA DE DOLORES,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,LOS DOLORES,CONOCIDO LOS DOLORES,47700,-102.5347222,20.8108333,ACTIVO
1403215B, iMAX,2 MB,SEJ,GREGORIO TORRES QUINTERO,MATUTINO,PRIMARIA,ALTOS SUR,SAN IGNACIO CERRO GORDO,LA LADRILLERA,OJO DE AGUA,47180,-102.4794444,20.7105556,ACTIVO
1403216F, iMAX,2 MB,SEJ,SANTIAGO F XICOTENCATL,VESPERTINO,PRIMARIA,ALTOS SUR,ARANDAS,EL CENTRO,CONOCIDO,47180,-102.3545694,20.6480667,ACTIVO
1403219G, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PRIMARIA,ALTOS SUR,TEPATITLAN DE MORELOS,AGUA ESCONDIDA,CONOCIDO AGUA ESCONDIDA,47600,-102.7327778,20.87,ACTIVO
